Source,Name,RSS feed URLs (where available),Type,Associated Twitter Handle,Associated Publisher,Text Aliases,Tags
https://www.lavozdegalicia.es,La Voz de galicia,,News Source,@lavozdegalicia,La Voz de galicia,,Referring|International|Europe
https://www.lansingstatejournal.com,Lansing State Journal,,News Source,@LSJNews,Lansing State Journal,,Referring|International|NAmerica
https://www.lecommercedulevant.com,Le Commerce du Levant,,News Source,@CommerceLevant,Le Commerce du Levant,,Referring|International|MENA
http://www.lefigaro.fr,Le Figaro,,News Source,@Le_Figaro,Le Figaro,,Referring|International|Europe
https://www.lejdd.fr,Le Journal du Dimanche,,News Source,@leJDD,Le Journal du Dimanche,,Referring|International|Europe
https://www.lemonde.fr,Le Monde,,News Source,@lemondefr,Le Monde,,Referring|International|Europe
https://www.marianne.net,Le Nouveau Marianne,,News Source,@marianne2fr,Le Nouveau Marianne,,Referring|International|Europe
http://www.leparisien.fr,Le Parisien,,News Source,@le_Parisien,Le Parisien,,Referring|International|Europe
https://www.lepoint.fr,Le Point,,News Source,@LePoint,Le Point,,Referring|International|Europe
https://www.leprogres.fr/,Le Progres,,News Source,@Le_Progres,Le Progres,,Referring|International|Europe
http://www.progres.net.eg,Le Progres Egpytien,,News Source,,Le Progres Egpytien,,Referring|International|MENA
https://www.letemps.ch,Le Temps,,News Source,@LeTemps,Le Temps,,Referring|International|Europe
https://www.lc.nl,Leeuwarder Courant,,News Source,@lc_nl,Leeuwarder Courant,,Referring|International|Europe
https://www.loc.gov/law/foreign-news/,Legal Monitor,,News Source,@LegalMonitor,Legal Monitor,,Referring|International|NAmerica
http://www.leidschdagblad.nl,Leidsch Dagblad,,News Source,@leidschdagblad,Leidsch Dagblad,,Referring|International|Europe
https://www.libyaobserver.ly,Libya Observer,,News Source,@Lyobserver,Libya Observer,,Referring|International|MENA
https://www.lana-news.ly/,Libyan News Agency,,News Source,,Libyan News Agency,,Referring|Wire|MENA
https://www.lidovky.cz,Lidovky,,News Source,@lidovky,Lidovky,,Referring|International|Europe
https://journalstar.com,Lincoln Journal Star,,News Source,@JournalStarNews,Lincoln Journal Star,,Referring|International|NAmerica
https://www.lusa.pt,Lusa,,News Source,@Lusa_noticias,Lusa,,Referring|International|Europe
www.macleans.ca,Maclean's,,News Source,@macleans,Maclean's,,Referring|International|NAmerica
http://www.map.ma/,Maghreb Arab Presse,,News Source,@MAP_Information,Maghreb Arab Presse,,Referring|Wire|MENA
https://mb.com.ph,Manilla Bulletin,,News Source,@manilabulletin,Manilla Bulletin,,Referring|International|Asia
https://mediamonitors.net/,Media Monitors Network (MMN),,News Source,@2MMN,Media Monitors Network (MMN),,Referring|International|NAmerica
https://www.mehrnews.com,Mehr News Agency,,News Source,@MehrnewsCom,Mehr News Agency,,Referring|International|MENA
https://menafn.com,Mena Report,,News Source,@MENAFN,Mena Report,,Referring|International|MENA
https://www.meed.com,Middle East Business Intelligence,,News Source,@mebusiness_news,Middle East Business Intelligence,,Referring|International|MENA
https://www.middleeasteye.net/,Middle East Eye,,News Source,@MiddleEastEye,Middle East Eye,,Referring|International|Europe
https://www.middleeastmonitor.com/,Middle East Monitor,,News Source,@MiddleEastMnt,Middle East Monitor,,Referring|International|Europe
https://www.mena.org.eg,Middle East News Agency,,News Source,@MENA_EGY,Middle East News Agency,,Referring|Wire|MENA
http://www.mideast-mirror.com,MidEast Mirror,,News Source,,MidEast Mirror,,Referring|International|Europe
https://www.jsonline.com,Milwaukee Journal-Sentinel,,News Source,@journalsentinel,Milwaukee Journal-Sentinel,,Referring|International|NAmerica
https://www.mingpao.com,Ming Pao,,News Source,@mingpaocom,Ming Pao,,Referring|International|Asia
http://www.mishpacha.com/,Mishpacha Jewish Family Weekly,,News Source,@themishpacha,Mishpacha Jewish Family Weekly,,Referring|Jewish|MENA
https://www.sunherald.com,Missouri Sun Herald,,News Source,@sunherald,Missouri Sun Herald,,Referring|International|NAmerica
https://www.mistnews.com,Mist News,,News Source,,Mist News,,Referring|International|MENA
www.mladina.si,Mladina,,News Source,@SpletnaMladina,Mladina,,Referring|International|Europe
http://mondoweiss.net,Mondoweiss,,News Source,@Mondoweiss,Mondoweiss,,Referring|International|NAmerica
https://www.montgomeryadvertiser.com,Montgomery Advertiser,,News Source,@MGMAdvertiser,Montgomery Advertiser,,Referring|International|NAmerica
https://montrealgazette.com,Montreal Gazette,,News Source,@mtlgazette,Montreal Gazette,,Referring|International|NAmerica
https://montsame.mn/en/,Montsame News Agency,,News Source,@montsame_en,Montsame News Agency,,Referring|International|Asia
http://www.morningnnews.com,Morning News,,News Source,@TheMorningNews,Morning News,,Referring|International|NAmerica
https://morningstaronline.co.uk,Morning Star Daily,,News Source,@M_Star_Online,Morning Star Daily,,Referring|International|Europe
https://www.mk.ru,Moskovskii Komsomolets,,News Source,@mkomsomolets,Moskovskii Komsomolets,,Referring|International|Europe
https://www.motherjones.com,Mother Jones,,News Source,@MotherJones,Mother Jones, ,left|Referring|International|NAmerica
https://www.msnbc.com/,MSNBC,,News Source,@MSNBC,MSNBC,,left-center|Referring|International|NAmerica
https://www.mtv.fi,MTV3 Internet,,News Source,@Maikkari,MTV3 Internet,,Referring|International|Europe
https://muscatdaily.com/,Muscat Daily,,News Source,@Muscat_Daily,Muscat Daily,,Referring|International|MENA
https://www.nae.net/news/,National Association of Evangelicals,,News Source,@NAEvangelicals,National Association of Evangelicals,,Referring|International|NAmerica
https://ninanews.com/website,National Iraqi News Agency,,News Source,@NewsAgencyIQ,National Iraqi News Agency,,Referring|International|MENA
http://nna-leb.gov.lb/en,National News Agency Lebanon,,News Source,@NNALeb,National News Agency Lebanon,,Referring|Wire|MENA
nationalreview.com,National Review,,News Source,@NRO,National Review,,Referring|International|NAmerica
https://www.nbcnews.com/,NBC News,,News Source,@NBCNews,NBC News,,left-center|Referring|International|NAmerica
www.nedeljnik.rs,Nedeljnik,,News Source,@nedeljnik,Nedeljnik,,Referring|International|Europe
https://www.nzz.ch,Neue Zurcher Zeitung,,News Source,@NZZ,Neue Zurcher Zeitung,,Referring|International|Europe
https://www.nhregister.com,New Haven Register,,News Source,@nhregister,New Haven Register,,Referring|International|NAmerica
https://www.njherald.com,New Jersey Herald,,News Source,@NJHerald,New Jersey Herald,,Referring|International|NAmerica
https://njjewishnews.timesofisrael.com/,New Jersey Jewish News,,News Source,@NJJN,New Jersey Jewish News,,Referring|Jewish|NAmerica
www.newstatesman.com,New Statesman,,News Source,@NewStatesman,New Statesman,,Referring|International|Europe
https://nypost.com,New York Post,,News Source,@nypost,New York Post,,right|Referring|International|NAmerica
http://www.nytimes.com,New York Times,,News Source,@nytimes,New York Times, ,left-center|Referring|International|NAmerica
https://www.newsobserver.com,News & Observer,,News Source,@newsobserver,News & Observer,,Referring|International|NAmerica
https://www.nst.com.my,News Straits Times,,News Source,@NST_Online,News Straits Times,,Referring|International|Asia
https://www.newsday.com,Newsday,,News Source,@Newsday,Newsday,,Referring|International|NAmerica
newsmax.com,Newsmax Media,,News Source,@newsmax,Newsmax Media,,Referring|International|NAmerica
http://www.newspress.fr,NewsPress FR,,News Source,,NewsPress FR,,Referring|International|Europe
newsweek.com,Newsweek,,News Source,@Newsweek,Newsweek,,Referring|International|NAmerica
https://www.niagarafallsreview.ca,Niagara Falls Review,,News Source,@NiaFallsReview,Niagara Falls Review,,Referring|International|NAmerica
https://revu.nl/,Nieuwe Revu,,News Source,@NieuweRevu,Nieuwe Revu,,Referring|International|Europe
http://www.nikkanberita.com,Nikkan Berita,,News Source,,Nikkan Berita,,Referring|International|Asia
www.nin.co.rs,NIN,,News Source,@NedeljnikNIN,NIN,,Referring|International|Europe
http://www.noordhollandsdagblad.nl,Noordhollands Dagblad,,News Source,@nhdagblad,Noordhollands Dagblad,,Referring|International|Europe
http://www.northindiapress.com,North India Press,,News Source,,North India Press,,Referring|International|Asia
https://www.ntb.no,Norweigan News Agency,,News Source,,Norweigan News Agency,,Referring|International|Europe
https://noticias.perfil.com,Noticias,,News Source,@noticiasrevista,Noticias,,Referring|International|LAmerica
http://www.notimex.gob.mx,NOTIMEX,,News Source,@Notimex,NOTIMEX,,Referring|International|LAmerica
https://www.nouvelleshebdo.com,Nouvelles Hebdo,,News Source,,Nouvelles Hebdo,,Referring|International|Europe
https://www.nouvelobs.com,Nouvelobs,,News Source,@lobs,Nouvelobs,,Referring|International|Europe
http://novimagazin.rs,Novi magazin,,News Source,@Novimagazin,Novi magazin,,Referring|International|Europe
https://www.npr.org/,NPR,,News Source,@NPR,NPR,,left-center|Referring|International|NAmerica
https://www.nydailynews.com,NY Daily News,,News Source,@NYDailyNews,NY Daily News, ,left|Referring|International|NAmerica
https://oglobo.globo.com,O Globo,,News Source,@JornalOGlobo,O Globo,,Referring|International|LAmerica
http://www.kommersant.ru/ogoniok/,Ogoniok,,News Source,@kommersant,Ogoniok,,Referring|International|Europe
https://www.omanobserver.om/,Oman Daily Observer,,News Source,@OmanObserver,Oman Daily Observer,,Referring|International|MENA
https://www.omannews.gov.om/,Oman News Agency,,News Source,@OmanNewsAgency,Oman News Agency,,Referring|Wire|MENA
http://omanitribune.com/,Omani Tribune,,News Source,@omantribune,Omani Tribune,,Referring|International|MENA
http://oananews.org,Organization of Asia-Pacific News Agencies,,News Source,@oananews,Organization of Asia-Pacific News Agencies,,Referring|Wire|Asia
https://www.orlandosentinel.com,Orlando Sentinel,,News Source,@orlandosentinel,Orlando Sentinel,,Referring|International|NAmerica
outlookindia.com,Outlook,,News Source,@Outlookindia,Outlook,,Referring|International|Asia
https://outreachmagazine.com,Outreach magazine,,News Source,@OutreachMag,Outreach magazine,,Referring|Christian|NAmerica
https://www.pajhwok.com,Pajhwok News,,News Source,@pajhwok,Pajhwok News,,Referring|International|Asia
http://pakistanobserver.net,Pakistan Observer,,News Source,@PakObserve,Pakistan Observer,,Referring|International|Asia
https://www.pid.gov.pk,Pakistan Press International News Service,,News Source,@ppinewsagency,Pakistan Press International News Service,,Referring|International|Asia
https://dailytimes.com.pk,Pakistan Times,,News Source,@pakistantimespk,Pakistan Times,,Referring|International|Asia
http://palmbeachpost.com,Palm Beach Post,,News Source,@pbpost,Palm Beach Post,,Referring|International|NAmerica
https://padailypost.com,Palo Alto Daily Post,,News Source,,Palo Alto Daily Post,,Referring|International|NAmerica
https://www.panorama.it,Panorama,,News Source,@panorama_it,Panorama,,Referring|International|Europe
https://www.pasadenastarnews.com,Pasadena Star News,,News Source,@PasStarNews,Pasadena Star News,,Referring|International|NAmerica
https://www.pbs.org/,PBS,,News Source,@PBS,PBS,,left-center|Referring|International|NAmerica
http://www.petra.gov.jo,Petra Jordan news agency,,News Source,@Petranews,Petra Jordan news agency,,Referring|Wire|MENA
https://www.philstar.com,Phil Star,,News Source,@PhilstarNews,Phil Star,,Referring|International|Asia
http://phillydailynews.newspaperdirect.com/,Philadelphia Daily News,,News Source,@PhillyDailyNews,Philadelphia Daily News,,Referring|International|NAmerica
https://pjvoice.org/,Philadelphia Jewish Voice,,News Source,,Philadelphia Jewish Voice,,Referring|Jewish|NAmerica
https://www.pna.gov.ph,Philippines News Agency,,News Source,@pnagovph,Philippines News Agency,,Referring|International|Asia
https://www.post-gazette.com,Pittsburgh Post-Gazette,,News Source,@PittsburghPG,Pittsburgh Post-Gazette,,right-center|Referring|International|NAmerica
https://plus61j.net.au/,Plus 61j,,News Source,@Plus61J,Plus 61j,,Referring|Jewish|Oceania
https://www.pohjalainen.fi,Pohjalainen,,News Source,,Pohjalainen,,Referring|International|Europe
https://www.politico.com/,Politico,,News Source,@politico,Politico,,left-center|Referring|International|NAmerica
https://www.politiken.dk,Politiken,,News Source,"@politiken
",Politiken,,Referring|International|Europe
polityka.pl,Polityka,,News Source,@Polityka_pl,Polityka,,Referring|International|Europe
https://www.pressherald.com,Portland Press Herald,,News Source,@PressHerald,Portland Press Herald, ,center|Referring|International|NAmerica
https://nationalpost.com/,Postmedia news,,News Source,@postmedianet,Postmedia news,,Referring|International|NAmerica
https://www.premierchristianity.com,Premier Christianity,,News Source,@Christianitymag,Premier Christianity,,Referring|Christian|Europe
http://www.presenttruthmag.com,Present Truth Magazine,,News Source,,Present Truth Magazine,,Referring|Christian|NAmerica
http://www.ptinews.com,Press Trust India,,News Source,@PTI_News,Press Trust India,,Referring|International|Asia
https://www.princegeorgecitizen.com,Prince George Citizen,,News Source,@PGCitizen,Prince George Citizen,,Referring|International|NAmerica
www.proceso.com.mx,Proceso,,News Source,@proceso,Proceso,,Referring|International|LAmerica
https://www.publico.pt,Publico,,News Source,@Publico,Publico,,Referring|International|Europe
https://www.pzc.nl,PZC,,News Source,@pzcredactie,PZC,,Referring|International|Europe
https://www.qatar-tribune.com/,Qatar Tribune,,News Source,@Qatar_Tribune,Qatar Tribune,,Referring|International|MENA
https://radiofree.org,Radio Free,,News Source,@radiofreeorg,Radio Free,,Referring|International|NAmerica
https://rawstory.com,Raw Story,,News Source,@RawStory,Raw Story,,left|Referring|International|NAmerica
https://www.therebel.media,Rebel Media,,News Source,@RebelNewsOnline,Rebel Media,,Referring|International|NAmerica
https://www.redlandsdailyfacts.com,Redlands Daily Facts,,News Source,@RedlandsNews,Redlands Daily Facts,,Referring|International|NAmerica
https://www.reforma.com,Reforma,,News Source,@Reforma,Reforma,,Referring|International|LAmerica
https://www.rd.nl,Reformatorisch Dagblad,,News Source,@refdag,Reformatorisch Dagblad,,Referring|International|Europe
https://regnum.ru,Regnum News,,News Source,@IA_REGNUM,Regnum News,,Referring|International|Europe
https://relevantmagazine.com,Relevant Magazine,,News Source,@RELEVANT,Relevant Magazine,,Referring|Christian|NAmerica
https://www.respekt.cz,Respekt,,News Source,@RESPEKT_CZ,Respekt,,Referring|International|Europe
https://www.reuters.com,Reuters,,News Source,@Reuters,Reuters, ,center|Referring|Wire|Europe
https://rewire.news,Rewire News,,News Source,@Rewire_News,Rewire News,,Referring|International|NAmerica
https://rp-online.de,Rheinische Post,,News Source,@rponline,Rheinische Post,,Referring|International|Europe
https://ritzau.com,Ritzau news,,News Source,@RitzauNyheder,Ritzau news,,Referring|International|Europe
http://www.rosbalt.ru,Rosblat News Agency,,News Source,,Rosblat News Agency,,Referring|International|Europe
https://www.rt.com,RT,,News Source,@RT_com,RT,,Referring|International|Europe
https://tass.com/,Russian News Agency,,News Source,@tassagency_en,Russian News Agency,,Referring|Wire|Europe
https://www.rp.pl,Rzeczpospolita,,News Source,@rzeczpospolita,Rzeczpospolita,,Referring|International|Europe
https://www.spglobal.com,S&P Global,,News Source,@SPGlobal,S&P Global,,Referring|International|NAmerica
https://www.sacbee.com,Sacramento Bee,,News Source,@sacbee_news,Sacramento Bee, ,left-center|Referring|International|NAmerica
https://www.mysanantonio.com,San Antonio Express News,,News Source,@ExpressNews,San Antonio Express News,,Referring|International|NAmerica
https://www.sandiegouniontribune.com,San Diego Union Tribune,,News Source,@sdut,San Diego Union Tribune,,Referring|International|NAmerica
https://www.satellitetoday.com,Satellite Today,,News Source,@Via_Satellite,Satellite Today,,Referring|International|NAmerica
https://www.spa.gov.sa/,Saudi Press Agency,,News Source,@Spa_Eng,Saudi Press Agency,,Referring|Wire|MENA
http://www.scoop.co.nz,Scoop,,News Source,@ScoopNZ,Scoop,,Referring|International|Oceania
http://seattletimes.com,Seattle Times,,News Source,@seattletimes,Seattle Times,,Referring|International|NAmerica
www.semana.com,Semana,,News Source,@RevistaSemana,Semana,,Referring|International|LAmerica
http://www.signstimes.com,Signs of the Times,,News Source,@SOTTnet,Signs of the Times,,Referring|Christian|NAmerica
https://www.singingnews.com,Singing News,,News Source,@singingnews,Singing News,,Referring|Christian|NAmerica
https://slate.com/,Slate,,News Source,@Slate,Slate, ,left|Referring|International|NAmerica
http://news.sohu.com,Sohu news,,News Source,@sohu_news,Sohu news,,Referring|International|Asia
https://sojo.net,Sojourners Online,,News Source,@Sojourners,Sojourners Online,,Referring|Christian|NAmerica
http://soulpurposemag.com,Soul Purpose Magazine,,News Source,,Soul Purpose Magazine,,Referring|Christian|Oceania
https://spectrummagazine.org,Spectrum Magazine,,News Source,@spectrummag,Spectrum Magazine,,Referring|Christian|NAmerica
https://www.spiegel.de,Spiegel News,,News Source,@derspiegel,Spiegel News,,Referring|International|Europe
https://sputniknews.com,Sputnik News Agency,,News Source,@SputnikInt,Sputnik News Agency,,Referring|Wire|Europe
https://www.stltoday.com,St Louis Post Dispatch,,News Source,@stltoday,St Louis Post Dispatch,,Referring|International|NAmerica
https://www.tagblatt.ch,St. Galler Tagblatt,,News Source,@tagblatt_ch,St. Galler Tagblatt,,Referring|International|Europe
https://www.stljewishlight.com/,St. Louis Jewish Light,,News Source,@StLJewishLight,St. Louis Jewish Light,,Referring|Jewish|NAmerica
https://www.star-telegram.com,Star-Telegram,,News Source,@startelegram,Star-Telegram,,Referring|International|NAmerica
http://www.startribune.com,Star-Tribune,,News Source,@StarTribune,Star-Tribune,,Referring|International|NAmerica
www.stern.de,Stern,,News Source,@sternde,Stern,,Referring|International|Europe
https://stt.fi/en/,STT,,News Source,@STTuutiset,STT,,Referring|International|Europe
http://www.sunanews.net,Sudan News Agency,,News Source,@SUNA_Agency,Sudan News Agency,,Referring|Wire|MENA
https://www.sueddeutsche.de,Sueddeutsche Zeitung,,News Source,@SZ,Sueddeutsche Zeitung,,Referring|International|Europe
http://sun-sentinel.com,Sun-Sentinel,,News Source,@SunSentinel,Sun-Sentinel,,Referring|International|NAmerica
www.suomenkuvalehti.fi,Suomen Kuvalehti,,News Source,@SuomenKuvalehti,Suomen Kuvalehti,,Referring|International|Europe
https://www.swordofthelord.com,Sword of the Lord,,News Source,@swordofthelord,Sword of the Lord,,Referring|Christian|NAmerica
https://www.smh.com.au,Sydney Morning Herald,,News Source,@smh,Sydney Morning Herald,,Referring|International|Oceania
http://syriatimes.sy,Syria Times,,News Source,@syriatimes_sy,Syria Times,,Referring|International|MENA
https://sana.sy/en/,Syrian Arab News Agency,,News Source,@SANAEnOfficial,Syrian Arab News Agency,,Referring|Wire|MENA
https://www.tabletmag.com/,Tablet Magazine,,News Source,@tabletmag,Tablet Magazine,,Referring|Jewish|NAmerica
http://www.finasia.biz/ensite,Taiwan Economic Journal,,News Source,,Taiwan Economic Journal,,Referring|International|Asia
https://www.is.fi/taloussanomat/,Taloussanomat,,News Source,@iltasanomat,Taloussanomat,,Referring|International|Europe
https://www.tampabay.com,Tampa Bay Times,,News Source,@TB_Times,Tampa Bay Times,,Referring|International|NAmerica
https://targetednews.com,Targeted News Service,,News Source,,Targeted News Service,,Referring|International|NAmerica
http://tehelka.com,Tehelka,,News Source,@Tehelka,Tehelka,,Referring|International|Asia
http://www.telegraphherald.com,Telegraph Herald,,News Source,@TelegraphHerald,Telegraph Herald,,Referring|International|NAmerica
http://www.tempo.co,Tempo,,News Source,@tempodotco,Tempo,,Referring|International|Asia
https://www.tendertiger.co.in,Tender Tiger,,News Source,,Tender Tiger,,Referring|International|Asia
https://testimony.paoc.org,Testimony Online,,News Source,@thepaoc,Testimony Online,,Referring|Christian|NAmerica
http://tjpnews.com/,Texas Jewish Post,,News Source,@tjp_news,Texas Jewish Post,,Referring|Jewish|NAmerica
http://www.5tjt.com/,The 5 Towns Jewish Times,,News Source,@5tjt,The 5 Towns Jewish Times,,Referring|Jewish|NAmerica
https://www.theadvocate.com,The Advocate,,News Source,@theadvocatebr,The Advocate,,Referring|International|NAmerica
https://www.theage.com.au,The Age,,News Source,@theage,The Age,,Referring|International|Oceania
https://www.algemeiner.com,The Algemeiner,,News Source,@Algemeiner,The Algemeiner,,Referring|Jewish|NAmerica
http://prospect.org,The American Prospect,,News Source,@theprospect,The American Prospect,,Referring|International|NAmerica
https://www.azcentral.com,The Arizona Republic,,News Source,@azcentral,The Arizona Republic, ,center|Referring|International|NAmerica
https://www.arkansasonline.com,The Arkansas Democrat-Gazette,,News Source,@ArkansasOnline,The Arkansas Democrat-Gazette, ,left|Referring|International|NAmerica
https://www.ap.org/,The Associated Press,,News Source,@AP,The Associated Press,,Referring|Wire|NAmerica
https://www.ajc.com,The Atlanta Journal-Constitution,,News Source,@ajc,The Atlanta Journal-Constitution, ,left-center|Referring|International|NAmerica
www.theatlantic.com,The Atlantic,,News Source,@TheAtlantic,The Atlantic,,Referring|International|NAmerica
https://www.theaustralian.com.au,The Australian,,News Source,@australian,The Australian,,Referring|International|Oceania
https://www.jewishnews.net.au,The Australian Jewish News,,News Source,@aus_jewishnews,The Australian Jewish News,,Referring|Jewish|Oceania
https://thebaffler.com,The Baffler,,News Source,@thebafflermag,The Baffler,,Referring|International|NAmerica
http://thebalochistanpost.net,The Balochistan Times,,News Source,@TBPEnglish,The Balochistan Times,,Referring|International|Asia
http://baltimoresun.com,The Baltimore Sun,,News Source,@baltimoresun,The Baltimore Sun,,Referring|International|NAmerica
https://www.thebanner.org,The Banner,,News Source,@crcbanner,The Banner,,Referring|Christian|NAmerica
https://www.baptistmessenger.com,The Baptist Messenger,,News Source,@baptmessenger,The Baptist Messenger,,Referring|Christian|NAmerica
https://www.baptiststandard.com,The Baptist Standard,,News Source,@BaptistStandard,The Baptist Standard,,Referring|Christian|NAmerica
https://bismarcktribune.com,The Bismarck Tribune,,News Source,@bistrib,The Bismarck Tribune,,Referring|International|NAmerica
https://www.reformer.com,The Brattleboro Reformer,,News Source,@brattreformer,The Brattleboro Reformer,,Referring|International|NAmerica
https://www.burlingtonfreepress.com,The Burlington Free Press,,News Source,@bfp_news,The Burlington Free Press,,Referring|International|NAmerica
https://www.cjnews.com/,The Canadian Jewish News,,News Source,@TheCJN,The Canadian Jewish News,,Referring|Jewish|NAmerica
https://www.thecanadianpress.com/,The Canadian Press,,News Source,@CanadianPress,The Canadian Press,,Referring|Wire|NAmerica
https://www.wvgazettemail.com,The Charleston Gazette,,News Source,@wvgazettemail,The Charleston Gazette,,Referring|International|NAmerica
https://www.chicagojewishnews.com/,The Chicago Jewish News,,News Source,@chijewishnews,The Chicago Jewish News,,Referring|Jewish|NAmerica
http://english.chosun.com/,The Chosun Ilbo,,News Source,@EnglishChosun,The Chosun Ilbo,,Referring|International|Asia
https://www.christianpost.com,The Christian Post,,News Source,@ChristianPost,The Christian Post,,Referring|Christian|NAmerica
https://www.dispatch.com,The Columbus Dispatch,,News Source,@DispatchAlerts,The Columbus Dispatch,,Referring|International|NAmerica
https://www.commercialappeal.com,The Commerical Appeal,,News Source,@memphisnews,The Commerical Appeal, ,left-center|Referring|International|NAmerica
https://www.thedailybeast.com,The Daily Best,,News Source,@thedailybeast,The Daily Best, ,left|Referring|International|NAmerica
https://www.thedailystar.net,The Daily Star,,News Source,@dailystarnews,The Daily Star,,Referring|International|Asia
https://www.dailystar.com.lb,The Daily Star (Lebanon),,News Source,@DailyStarLeb,The Daily Star (Lebanon),,Referring|International|MENA
https://www.dailytelegraph.com.au,The Daily Telegraph,,News Source,@dailytelegraph,The Daily Telegraph,,Referring|International|Oceania
https://www.denverpost.com,The Denver Post,,News Source,@denverpost,The Denver Post,,Referring|International|NAmerica
https://www.desmoinesregister.com,The Des Moines Register,,News Source,@DMRegister,The Des Moines Register,,Referring|International|NAmerica
https://thejewishnews.com/,The Detroit Jewish News,,News Source,@JewishNewsDet,The Detroit Jewish News,,Referring|Jewish|NAmerica
https://www.economist.com/,The Economist,,News Source,@TheEconomist,The Economist,,left-center|Referring|International|Europe
https://tribune.com.pk,The Express Tribune,,News Source,@etribune,The Express Tribune,,Referring|International|Asia
https://forward.com/,The Forward,,News Source,@jdforward,The Forward,,Referring|Jewish|NAmerica
https://www.theglobeandmail.com,The Globe and Mail,,News Source,@globeandmail,The Globe and Mail,,Referring|International|NAmerica
https://www.gospelmagazine.org.uk,The Gospel Magazine,,News Source,,The Gospel Magazine,,Referring|Christian|Europe
http://theguardian.com,The Guardian,,News Source,@guardian,The Guardian, ,left-center|Referring|International|Europe
https://www.theguardian.pe.ca,The Guardian PEI,,News Source,@PEIGuardian,The Guardian PEI,,Referring|International|NAmerica
https://www.thespec.com,The Hamilton Spectator,,News Source,@thespec,The Hamilton Spectator,,Referring|International|NAmerica
https://www.heraldscotland.com,The Herald (Glasgow),,News Source,@heraldscotland,The Herald (Glasgow),,Referring|International|Europe
https://thehill.com,The Hill,,News Source,@thehill,The Hill, ,center|Referring|International|NAmerica
http://thehindu.com,The Hindu,,News Source,@The_Hindu,The Hindu,,Referring|International|Asia
http://thehindustantimes.com,The Hindustan Times,,News Source,,The Hindustan Times,,Referring|International|Asia
https://www.huffpost.com/,The Huffington Post,,News Source,@HuffPost,The Huffington Post,,left-center|Referring|International|NAmerica
https://www.independent.co.uk,The Independent,,News Source,@Independent,The Independent,,Referring|International|Europe
https://theintercept.com,The Intercept,,News Source,@theintercept,The Intercept, ,left|Referring|International|NAmerica
https://www.irishexaminer.com,The Irish Examiner,,News Source,@irishexaminer,The Irish Examiner,,Referring|International|Europe
http://thejc.com,The Jewish Chronicle,,News Source,@jewishchron,The Jewish Chronicle,,Referring|Jewish|Europe
http://www.jewishobserver-la.com/,The Jewish Observer (Los Angeles),,News Source,,The Jewish Observer (Los Angeles),,Referring|Jewish|NAmerica
https://www.jewishpostandnews.ca/,The Jewish Post & News,,News Source,@JewishPostWpg,The Jewish Post & News,,Referring|Jewish|NAmerica
https://www.jewishpress.com/,The Jewish Press,,News Source,@JewishPress,The Jewish Press,,Referring|Jewish|NAmerica
https://thejewishvoice.com/,The Jewish Voice,,News Source,@Jewishvoice,The Jewish Voice,,Referring|Jewish|NAmerica
http://thejewishvoice.com/,The Jewish Voice,,News Source,@JewishVoice,The Jewish Voice,,Referring|Jewish|NAmerica
https://www.journalpioneer.com,The Journal Pioneer,,News Source,@JournalPEI,The Journal Pioneer,,Referring|International|NAmerica
http://www.journalgazette.net,The Journal-Gazette,,News Source,@jgfortwayne,The Journal-Gazette,,Referring|International|NAmerica
https://www.theledger.com,The Ledger,,News Source,@theledger,The Ledger,,Referring|International|NAmerica
https://www.thelocal.de,The Local,,News Source,@TheLocalGermany,The Local,,Referring|International|Europe
https://www.miamiherald.com,The Miami Herald,,News Source,@MiamiHerald,The Miami Herald,,left-center|Referring|International|NAmerica
http://www.milligazette.com,The Milli Gazette,,News Source,@milligazette,The Milli Gazette,,Referring|International|Asia
www.thenation.com,The Nation,,News Source,@thenation,The Nation,,Referring|International|NAmerica
http://nationalpost.com,The National Post,,News Source,@nationalpost,The National Post,,Referring|International|NAmerica
https://www.alaraby.co.uk,The New Arab,,News Source,@alarabytv,The New Arab,,Referring|International|Europe
newrepublic.com,The New Republic,,News Source,@newrepublic,The New Republic,,Referring|International|NAmerica
newtimes.ru,The New Times,,News Source,@the_newtimes,The New Times,,Referring|International|Europe
http://jewishweek.timesofisrael.com/,The New York Jewish Week,,News Source,@NYJewishWeek,The New York Jewish Week,,Referring|Jewish|NAmerica
https://www.nysun.com,The New York Sun,,News Source,@NewYorkSun,The New York Sun,,Referring|International|NAmerica
https://www.newyorker.com/,The New Yorker,,News Source,@NewYorker,The New Yorker, ,left|Referring|International|NAmerica
thenortheasttoday.com,The Northeast Today,,News Source,@TNT_Magazine,The Northeast Today,,Referring|International|Asia
https://oklahoman.com,The Oklahoman,,News Source,@theoklahoman_,The Oklahoman,,Referring|International|NAmerica
https://www.ocregister.com,The Orange County Register,,News Source,@ocregister,The Orange County Register,,right-center|Referring|International|NAmerica
https://www.oregonlive.com,The Oregonian,,News Source,@Oregonian,The Oregonian,,Referring|International|NAmerica
http://ottawacitizen.com,The Ottawa Citizen,,News Source,@OttawaCitizen,The Ottawa Citizen,,Referring|International|NAmerica
https://ottawasun.com,The Ottawa Sun,,News Source,@ottawasuncom,The Ottawa Sun,,Referring|International|NAmerica
https://theoutline.com,The Outline,,News Source,@outline,The Outline,,Referring|International|NAmerica
